,Unnamed: 0,recordId,priority,district,description,callNumber,incidentLocation,Latitude,Longitude,date
600101,3370973,2506154,Medium,ND,911/NO  VOICE,P171393459,2500 W BELVEDERE AV,39.352908,-76.666818,2017-05-19
508134,2975631,2537886,Non-Emergency,SE,TOWED VEHICLE,P171502573,6500 DETROIT AV,39.262273,-76.53162900000001,2017-05-30
383962,1896327,3332280,Medium,SW,NARCOTICS INSIDE,P180851251,4100 FREDERICK AV,39.281712,-76.68343399999999,2018-03-26
379336,1885719,3326565,High,CD,Traffic Stop,P180821030,1700 MCCULLOH ST,39.305768,-76.631817,2018-03-23
395161,1925423,3348586,Medium,SD,911/NO  VOICE,P180911506,2400 NEVADA ST,39.262723,-76.63788199999999,2018-04-01
69496,356594,2668011,Medium,NE,FAMILY DISTURB,P171940595,5300 MORAVIA RD,39.322664,-76.548735,2017-07-13
57870,251727,3090724,High,ED,FIRE,P173511505,400 N WASHINGTON ST,39.295667,-76.58940600000001,2017-12-17
515432,2983006,2785863,Medium,NE,SUSPICIOUS PERS,P172351684,3700 BLK SPRINGWOOD AV,39.350103000000004,-76.544033,2017-08-23
77096,366970,2927080,Medium,ED,BEHAVIOR CRISIS,P172862608,600 FALLSWAY,39.29696,-76.610189,2017-10-13
359251,1835712,3300754,Medium,ND,NARCOTICS ONVIEW,P180712212,2500/GREENMOUNT AV,39.318382,-76.60945500000001,2018-03-12
320096,1737003,3244528,Medium,NE,DISORDERLY,P180490622,5400 HARFORD RD,39.351363,-76.562246,2018-02-18
205908,1480333,2607841,Low,ND,Transport,P171732683,"700 BOSLEY AVE, BCO",39.404903999999995,-76.608384,2017-06-22
642513,3483632,3033049,Medium,NW,AUTO THEFT,P173270688,3800 LABYRINTH RD,39.362176,-76.70368,2017-11-23
449668,2083505,3423124,Non-Emergency,SW,Private Tow,P181190111,2600 WASHINGTON BL,39.26549,-76.653704,2018-04-29
448433,2079007,3416178,Medium,SD,DISORDERLY,P181162506,1900 S CHARLES ST,39.267873,-76.613772,2018-04-26
265608,1558853,3119719,High,NE,Traffic Stop,P173640018,2900 HARFORD RD,39.322852000000005,-76.588555,2017-12-30
403039,1947774,3358341,Non-Emergency,NW,LOUD MUSIC,P180951120,5500 WAYNE AV,39.330503,-76.707605,2018-04-05
660955,3573652,2919826,Medium,SW,911/NO  VOICE,P172840232,3200 FREDERICK AV,39.280581,-76.66998199999999,2017-10-11
195144,1466361,2515965,Medium,CW,Lab Request,P171431100,5900 FRANKFORD AV,39.320509,-76.540341,2017-05-23
442196,2058139,3410210,Non-Emergency,NE,Private Tow,P181141948,1500 HAVENWOOD RD,39.340655,-76.591179,2018-04-24
706848,3747087,3055710,Medium,NW,911/NO  VOICE,P173362219,4000 N ROGERS AV,39.337771999999994,-76.70044399999999,2017-12-02
413777,1973671,3370748,Non-Emergency,SW,SUPV COMPLAINT,P181000550,2000 ASHBURTON ST,39.310916999999996,-76.662289,2018-04-10
269400,1563713,3146657,High,ND,Traffic Stop,P180102181,4600 BLK YORK RD,39.344485999999996,-76.609574,2018-01-10
348661,1807965,3288120,High,NE,Traffic Stop,P180661689,3500 HILLEN RD,39.332156,-76.58899100000001,2018-03-07
563554,3181235,2896589,High,SD,SILENT ALARM,P172752795,1100 LIGHT ST,39.276643,-76.6123,2017-10-02
406981,1961548,3360824,Medium,SW,DISORDERLY,P180960824,1800 N ROSEDALE ST,39.308192,-76.669265,2018-04-06
660226,3572919,2910505,Medium,SD,COMMON ASSAULT,P172802281,400 S POPPLETON ST,39.283640000000005,-76.63184,2017-10-07
186186,1369398,3122291,Low,CD,OTHER,P173650537,600 E FAYETTE ST,39.29065,-76.607606,2017-12-31
339612,1793362,3268013,Medium,SW,NARCOTICSOutside,P180581616,1900 BLK GRINNALDS AV,39.267109000000005,-76.651234,2018-02-27
607485,3378385,2723531,Low,NE,CHECK WELLBEING,P172131441,2800 PELHAM AV,39.325563,-76.572151,2017-08-01
669820,3647741,2485052,High,ND,SILENT ALARM,P171323179,2800 OAKLEY AV,39.348872,-76.665717,2017-05-12
473044,2802338,2785658,Low,NW,LARCENY,P172351436,2600 N HILTON ST,39.316342,-76.672794,2017-08-23
8099,48997,2786833,Medium,SW,LARCENY,P172352755,600 LINNARD ST,39.294461,-76.676419,2017-08-23
179920,911085,2623979,Medium,CD,DISORDERLY,P171790980,100 MARKET PL,39.287924,-76.60686899999999,2017-06-28
141028,709855,2878227,Low,CD,LARCENY,P172691040,500 ROBERT ST,39.306681,-76.63441,2017-09-26
376257,1877028,3322439,Low,SD,DOG BITE,P180801354,900 JACK ST,39.231275,-76.59943,2018-03-21
105943,494940,3129439,Low,NE,LARCENY,P180031320,1500 UPSHIRE RD,39.333863,-76.595171,2018-01-03
512891,2980447,2689823,Medium,SW,NARCOTICS INSIDE,P172012139,2500 WASHINGTON BL,39.266754999999996,-76.652316,2017-07-20
539911,3087096,2820947,Medium,SE,NARCOTICSOutside,P172481082,900 BLK S CAROLINE ST,39.280952,-76.596311,2017-09-05
680542,3658539,2917026,Medium,WD,COMMON ASSAULT,P172830399,2000 W BALTIMORE ST,39.288027,-76.64863299999999,2017-10-10
99631,486569,2868538,Medium,NW,NARCOTICSOutside,P172652662,4400 PARK HEIGHTS AV,39.340407,-76.66703299999999,2017-09-22
101647,489223,2987367,Low,NW,GET BELONGINGS,P173090165,3700 HAYWARD AV,39.347577,-76.682422,2017-11-05
225726,1506936,2786528,Non-Emergency,SE,Personal Relief,P172352416,SOUTHEAST DISTRICT,39.128502000000005,-76.61637900000001,2017-08-23
13126,55571,2958780,Medium,WD,NARCOTICSOutside,P172981790,1700 BLK W BALTIMORE ST,39.28826,-76.643946,2017-10-25
204518,1478555,2596152,Non-Emergency,SW,INV STOP,P171692809,700 N GRANTLEY ST,39.295332,-76.67728000000001,2017-06-18
464871,2733202,3016289,High,SD,RA POLICE,P173201851,1400 OLIVE ST,39.273656,-76.614765,2017-11-16
335541,1788100,3244123,Medium,WD,FAMILY DISTURB,P180490196,1300 LAURENS ST,39.303360999999995,-76.639074,2018-02-18
553075,3170714,2536413,Medium,NW,DISORDERLY,P171500880,3800 RIDGEWOOD AV,39.336354,-76.679191,2017-05-30
651679,3564347,2621530,Medium,NE,LARCENY,P171781643,3900 ERDMAN AV,39.314873999999996,-76.568422,2017-06-27
612463,3383375,2827759,Medium,ND,911/NO  VOICE,P172503152,3800 CANTERBURY RD,39.334249,-76.62045,2017-09-07
188053,1457170,2466121,High,WD,Traffic Stop,P171260345,600 N FULTON AV,39.295344,-76.645649,2017-05-06
719321,3811378,2996569,Low,CD,PICKUP WARR/SUMM,P173122225,500 N CALVERT ST,39.295848,-76.612776,2017-11-08
722277,3825214,2686100,Non-Emergency,ED,Private Tow,P172001181,1900 N BROADWAY,39.31292,-76.595851,2017-07-19
370657,1865077,3314418,Non-Emergency,ND,LOUD MUSIC,P180770297,100 W 22ND ST,39.314161,-76.618686,2018-03-18
338837,1792342,3269622,Medium,SD,DISORDERLY,P180590360,2200 SIDNEY AV,39.264041999999996,-76.632285,2018-02-28
141852,710910,2915541,Medium,NW,BY THREAT,P172821826,3600 BOWERS AV,39.336346999999996,-76.706032,2017-10-09
168473,837579,2937264,Low,SD,HARASSMENT,P172901780,600 E JEFFREY ST,39.233067999999996,-76.603325,2017-10-17
572797,3190498,3190960,Medium,SW,911/NO  VOICE,P180271351,3700 KOPPERS ST,39.261873,-76.670177,2018-01-27
337854,1791043,3259107,Medium,NW,DISORDERLY,P180542682,3100 GWYNNS FALLS PY,39.314484,-76.669756,2018-02-23
141820,710870,2901333,Medium,WD,FAMILY DISTURB,P172771981,1500 W FAYETTE ST,39.289601,-76.641722,2017-10-04
77475,367478,2943102,Non-Emergency,SS,SUPV COMPLAINT,P172922423,4400 FRANCONIA DR,39.327420000000004,-76.560069,2017-10-19
54271,247074,2963605,Medium,SD,911/NO  VOICE,P173000901,4300 WEST BAY AV,39.226219,-76.59370899999999,2017-10-27
103856,492147,3055344,Medium,NE,DISORDERLY,P173361828,1500 CARSWELL ST,39.323223,-76.59642,2017-12-02
544067,3091283,2985035,Medium,SE,BURGLARY,P173080589,400 N MILTON AV,39.295773,-76.582099,2017-11-04
14559,57444,3009099,Medium,SD,AUTO THEFT,P173172481,2100 HOLLINS ST,39.286955,-76.650152,2017-11-13
570538,3188235,3099802,Medium,NE,FAMILY DISTURB,P173550593,3300 DUDLEY AV,39.323246999999995,-76.565007,2017-12-21
56833,250355,3063469,Low,NW,LARCENY F/AUTO,P173392760,4300 CLIFTON RD,39.314938,-76.687028,2017-12-05
446952,2077089,3416385,Medium,CD,DISORDERLY,P181162774,400 BLK CUMMINGS CT,39.30117,-76.62503000000001,2018-04-26
35014,147822,3078047,Non-Emergency,SE,Repo,P173460262,3300 MUELLER ST,39.283971,-76.569404,2017-12-12
656852,3569537,2801798,Low,CD,AUTO ACCIDENT,P172410605,NB I 100 N/N CHARLES ST,39.290908,-76.615223,2017-08-29
676885,3654856,2746406,Low,ND,LARCENY,P172211750,2500 N CHARLES ST,39.318269,-76.617016,2017-08-09
554565,3172211,2581058,Non-Emergency,SE,LOUD MUSIC,P171650014,400 BLK N BOULDIN ST,39.296077000000004,-76.57132,2017-06-14
345272,1800915,3278064,Non-Emergency,NE,Business Check,P180620863,2900 HARFORD RD,39.322852000000005,-76.588555,2018-03-03
491097,2889940,2684215,Medium,NW,911/NO  VOICE,P171992494,5700 PARK HEIGHTS AV,39.353564,-76.686165,2017-07-18
95850,481537,2741883,Non-Emergency,NW,PRKG COMPLAINT,P172192951,3700 GREENSPRING AV,39.332807,-76.65552,2017-08-07
589218,3283613,2919307,Medium,ED,SICK CASE,P172833014,1200 ORLEANS ST,39.295007,-76.600909,2017-10-10
198548,1470733,2542991,High,NE,AUTO ACC/INJURY,P171521616,3600 BELAIR RD,39.324393,-76.56995400000001,2017-06-01
483537,2812928,3207266,Medium,ED,SICK CASE,P180332274,2100 E MONUMENT ST,39.298619,-76.587631,2018-02-02
453277,2088412,3420592,Non-Emergency,CD,Hot Spot Check,P181180436,400 W MULBERRY ST,39.293877,-76.62120999999999,2018-04-28
681945,3659968,2956929,Medium,NW,COMMON ASSAULT,P172973002,2500 N ELLAMONT ST,39.315441,-76.671322,2017-10-24
212459,1489087,2665559,Medium,ND,Warrant Service,P171931157,2700 GREENMOUNT AV,39.320997,-76.609474,2017-07-12
702469,3742668,2876649,Low,SE,WANTED ON WARR,P172682354,200 N STREEPER ST,39.295309,-76.577101,2017-09-25
388083,1906789,3337028,Medium,NE,911/NO  VOICE,P180870925,6700 MORAVIA PARK DR,39.311814,-76.536007,2018-03-28
396222,1927563,3349864,Medium,NE,UNFOUNDED,P180920443,4200 SEIDEL AV,39.329874,-76.563214,2018-04-02
690858,3731016,2538502,High,WD,FIRE,P171503246,1600 N BENTALOU ST,39.306507,-76.653914,2017-05-30
109128,586533,2461778,Medium,ED,911/NO  VOICE,P171241962,500 E PRESTON ST,39.304786,-76.60931,2017-05-04
79584,370492,2996599,Low,SD,CHECK WELL BEIN,P173122259,2300 SIDNEY AV,39.262597,-76.633175,2017-11-08
326909,1769362,3249198,Non-Emergency,NW,PRKG COMPLAINT,P180510795,3500 PARK HEIGHTS AV,39.328339,-76.65818399999999,2018-02-20
611127,3382036,2795130,High,CD,SILENT ALARM,P172382231,200 N HOWARD ST,39.292176,-76.619664,2017-08-26
55996,249298,3036695,High,SD,ARMED PERSON,P173290163,1500 RUSSELL ST,39.274281,-76.627721,2017-11-25
22789,131870,2602681,Medium,CD,911/NO  VOICE,P171720359,600 E FAYETTE ST,39.29065,-76.607606,2017-06-21
208999,1484349,2630829,High,WD,Field Interview,P171811736,1100 BLK RIGGS AV,39.301153,-76.636377,2017-06-30
352401,1818910,3293816,Medium,NW,911/NO  VOICE,P180682777,3000 DRUID PARK DR,39.323198,-76.662076,2018-03-09
706550,3746785,3049900,Medium,NW,911/NO  VOICE,P173341551,3800 W BELVEDERE AV,39.344787,-76.68186800000001,2017-11-30
661197,3573894,2935508,High,ND,AUDIBLE ALARM,P172892782,200 W 27TH ST,39.320512,-76.620035,2017-10-16
248075,1535973,2978868,Non-Emergency,SE,Other,P173060005,2100 FLEET ST,39.28483,-76.58672800000001,2017-11-02
475209,2804512,2871267,Medium,SE,FAMILY DISTURB,P172662388,3300 NOBLE ST,39.293001000000004,-76.570493,2017-09-23
474478,2803777,2841967,Medium,NE,SUSPICIOUS PERS,P172560634,3300 BELAIR RD,39.321622,-76.57359699999999,2017-09-13
360485,1838766,2884019,Medium,NE,911/NO  VOICE,P172711122,6500 HARFORD RD,39.361443,-76.553568,2017-09-28
564892,3182574,2905295,Emergency,WD,ASSIST OFFICER,P172783251,2400 LIBERTY HEIGHTS AV,39.318704,-76.651887,2017-10-05
411715,1968402,3384821,Medium,SE,DISORDERLY,P181050021,300 S BROADWAY,39.287406,-76.5937,2018-04-15
138042,705985,2775932,Medium,CD,911/NO  VOICE,P172313193,300 N CHARLES ST,39.292683000000004,-76.615368,2017-08-19
336418,1789231,3263765,Medium,SE,DISORDERLY,P180562285,100 S KRESSON ST,39.291678000000005,-76.559871,2018-02-25
637438,3478545,2845619,Low,ND,LARCENY,P172571760,3200 GREENMOUNT AV,39.327394,-76.60941899999999,2017-09-14
427579,2011877,3390913,Medium,WD,NARCOTICSOutside,P181071589,2200 BLK PRESBURY ST,39.307625,-76.65314599999999,2018-04-17
528672,3075806,2461032,Medium,WD,911/NO  VOICE,P171241086,1900 W LEXINGTON ST,39.290501,-76.647543,2017-05-04
727009,3830011,2953898,Medium,ED,NARCOTICSOutside,P172962626,2300 BLK E PRESTON ST,39.305709,-76.585103,2017-10-23
281359,1579292,3206354,Non-Emergency,CD,Personal Relief,P180331176,1100 PARK AV,39.304809999999996,-76.621256,2018-02-02
592515,3286949,3033419,Medium,ND,DISORDERLY,P173271084,1100 W 41ST ST,39.337872999999995,-76.63650600000001,2017-11-23
88975,472364,2497023,Non-Emergency,NW,Repo,P171370290,3500 ELDORADO AV,39.330121999999996,-76.691293,2017-05-17
110980,589888,2523557,Medium,ND,911/NO  VOICE,P171452777,3600 HOOPER AV,39.332921,-76.647141,2017-05-25
53602,246170,2974875,Medium,CD,DISORDERLY,P173041740,1000 PARK AV,39.303349,-76.618409,2017-10-31
379538,1885986,3326389,Medium,ED,911/NO  VOICE,P180820899,600 N WOLFE ST,39.297502,-76.590807,2018-03-23
598416,3369150,2461706,Medium,SW,911/NO  VOICE,P171241877,3400 BENSON AV,39.26726,-76.671516,2017-05-04
693651,3733818,2633105,Low,WD,RECOVERED VEH,P171820858,800 W SARATOGA ST,39.292561,-76.63125,2017-07-01
223469,1503935,2760803,High,WD,Traffic Stop,P172262354,1800 BLK PRESSTMAN ST,39.305262,-76.646683,2017-08-14
32447,144506,2958029,Medium,CD,911/NO  VOICE,P172980936,1100 DRUID HILL AV,39.300636,-76.626903,2017-10-25
376908,1878378,3323225,Non-Emergency,SD,65,P180810166,6300 EFFICIENCY WY,39.203841,-76.56575699999999,2018-03-22
168817,838161,2969255,Low,NW,LARCENY,P173021020,6200 PIMLICO RD,39.368835,-76.677033,2017-10-29
405316,1954869,3366283,Medium,NW,BY THREAT,P180980803,3200 W BELVEDERE AV,39.348561,-76.6767,2018-04-08
447754,2078068,3421639,Low,ND,AUTO ACCIDENT,P181181644,2400 N CHARLES ST,39.316487,-76.616896,2018-04-28
252769,1542178,3013952,Non-Emergency,SE,FOLLOW UP,P173192182,SOUTHEAST DISTRICT,39.128502000000005,-76.61637900000001,2017-11-15
647679,3560332,2477365,Medium,NE,911/NO  VOICE,P171300553,1900 E COLD SPRING LN,39.345855,-76.584314,2017-05-10
342213,1796781,3269915,Medium,SW,COMMON ASSAULT,P180412129,100 DIENER PL,39.282389,-76.687492,2018-02-28
310678,1713751,3235738,Medium,SD,911/NO  VOICE,P180452437,1800 WEBSTER ST,39.269504,-76.604161,2018-02-14
593300,3287736,3062784,Non-Emergency,NE,SUPV COMPLAINT,P173391976,5200 MORAVIA RD,39.323978000000004,-76.549859,2017-12-05
440495,2052652,3408033,Low,ED,INVEST TROUBLE,P181132598,3700 E MONUMENT ST,39.2996,-76.566967,2018-04-23
170172,855573,2768526,Non-Emergency,CD,Private Tow,P172291396,1100 BOLTON ST,39.303568,-76.62266,2017-08-17
612939,3383875,2860927,Medium,NW,NARCOTICSOutside,P172630352,3900 DORCHESTER RD,39.329496,-76.683274,2017-09-20
437224,2040755,3403912,Non-Emergency,NE,Hot Spot Check,P181120837,1200 CHESTNUT HILL AV,39.334014,-76.595929,2018-04-22
653671,3566344,2703934,Medium,SW,911/NO  VOICE,P172062162,200 S PULASKI ST,39.284971,-76.64989399999999,2017-07-25
252418,1541739,3011218,Low,CD,WANTED ON WARR,P173181978,500 N CALVERT ST,39.295848,-76.612776,2017-11-14
66066,352274,2562496,Medium,NW,911/NO  VOICE,P171583045,4900 LIBERTY HEIGHTS AV,39.332318,-76.698674,2017-06-07
388825,1909616,3341651,Medium,SE,911/NO  VOICE,P180883254,200 N WASHINGTON ST,39.294603,-76.589345,2018-03-29
134656,701695,2637811,Medium,WD,DISORDERLY,P171832738,2000 WALBROOK AV,39.310759000000004,-76.650125,2017-07-02
355847,1827317,3296006,Low,NE,INVESTIGATE,P180692267,1300 E NORTHERN PY,39.366287,-76.588888,2018-03-10
231336,1514112,2838439,Medium,CW,NARCOTICS INSIDE,P172542670,500 S PAYSON ST,39.281653999999996,-76.647741,2017-09-11
719529,3811611,2630679,Low,ED,LOCATE CAR,P171811626,1900 E LAFAYETTE AV,39.310771,-76.5915,2017-06-30
657459,3570146,2834092,Medium,ED,BURGLARY,P172530581,1700 N PORT ST,39.310154,-76.583714,2017-09-10
659895,3572587,2906766,Medium,SD,DISORDERLY,P172791601,1300 W PRATT ST,39.285522,-76.637964,2017-10-06
98662,485268,2863308,Non-Emergency,ND,Private Tow,P172633091,2000 MARYLAND AV,39.312692,-76.618004,2017-09-20
331853,1775822,3278930,Medium,CD,911/NO  VOICE,P180621826,400 W PRATT ST,39.286264,-76.620929,2018-03-03
5907,46135,2710609,High,WD,SILENT ALARM,P172082833,1700 ASHBURTON ST,39.307462,-76.662123,2017-07-27
552063,3169701,2500510,High,SD,SILENT ALARM,P171380748,1100 BATTERY AV,39.277089000000004,-76.60980699999999,2017-05-18
251366,1540330,3004759,High,SE,Traffic Stop,P173152465,3900 EASTERN AV,39.286715,-76.564267,2017-11-11
408942,1964131,3361389,Medium,ND,SICK CASE,P180961482,700 GORSUCH AV,39.327219,-76.606513,2018-04-06
387889,1906144,3336802,High,WD,SILENT ALARM,P180870685,2000 RUXTON AV,39.310713,-76.654916,2018-03-28
614653,3385594,2911338,Medium,ED,DISORDERLY,P172803214,1500 EDISON HY,39.306459000000004,-76.572989,2017-10-07
44223,233922,2662501,Medium,ED,FAMILY DISTURB,P171921143,2400 E PRESTON ST,39.305756,-76.583973,2017-07-11
669360,3647263,2471632,Medium,SW,911/NO  VOICE,P171280601,3400 BENSON AV,39.26726,-76.671516,2017-05-08
583984,3278339,2763137,Medium,ED,DISORDERLY,P172271860,400 E FEDERAL ST,39.307894,-76.610539,2017-08-15
579607,3273947,2648267,Medium,NW,BURGLARY,P171870865,5300 NELSON AV,39.347089000000004,-76.684211,2017-07-06
626165,3467241,2469522,High,NE,SILENT ALARM,P171271009,3900 BALFERN AV,39.317541,-76.55980699999999,2017-05-07
364255,1847311,3307624,Medium,SW,FAMILY DISTURB,P180741688,4800 COLEHERNE RD,39.293873,-76.70148499999999,2018-03-15
167563,836331,2699861,Low,NE,DESTRUCT PROP,P172050721,4800 FRANKFORD AV,39.332294,-76.545212,2017-07-24
324712,1766225,3253978,Medium,SE,911/NO  VOICE,P180523011,2900 O DONNELL ST,39.280357,-76.575238,2018-02-21
550731,3168227,2456158,Medium,NE,FAMILY DISTURB,P171222609,1800 MONTPELIER ST,39.318875,-76.593752,2017-05-02
582696,3277044,2718271,High,ND,ROBBERY ARMED,P172111759,600 WILLOW AV,39.344685,-76.607812,2017-07-30
341332,1795623,3260763,Non-Emergency,SW,Private Tow,P180551697,4600 FREDERICK AV,39.281455,-76.692307,2018-02-24
40745,229208,2529057,Medium,SE,DISORDERLY,P171471790,200 S BROADWAY,39.289063,-76.593795,2017-05-27
635207,3476307,2795792,Medium,SD,DISORDERLY,P172382961,900 HERNDON CT,39.228945,-76.60116,2017-08-26
318164,1731672,3248895,Medium,CD,ANIMAL CRUELTY,P180510414,100 W READ ST,39.299568,-76.617195,2018-02-20
663795,3576511,3041515,High,NE,SILENT ALARM,P173310694,1200 MERIDENE DR,39.368136,-76.592679,2017-11-27
533120,3080275,2615580,Medium,NE,AED NONBREATHING,P171761280,1900 SWANSEA RD,39.355982,-76.580274,2017-06-25
77487,367493,2939824,Medium,CD,DISORDERLY,P172911709,100 ST PAUL ST,39.290647,-76.613954,2017-10-18
302070,1694120,3223744,High,ND,HOLDUP ALARM,P180401683,1200 BERRY ST,39.331671,-76.635856,2018-02-09
272299,1567518,3164658,High,NW,Traffic Stop,P180172218,5200 BLK PARK HEIGHTS AV,39.349203,-76.67639100000001,2018-01-17
551162,3168798,2499097,Medium,SW,911/NO  VOICE,P171372711,700 POPLAR GROVE ST,39.295627,-76.664985,2017-05-17
372289,1867443,3317720,Non-Emergency,NW,INVESTIGATE AUTO,P180781373,3700 LIBERTY HEIGHTS AV,39.325815000000006,-76.676952,2018-03-19
29998,141267,2884814,Low,ED,INVESTIGATE,P172712062,600 N CAROLINE ST,39.2973,-76.597546,2017-09-28
314500,1722853,3241191,Medium,ED,DISORDERLY,P180472511,2300 HARFORD RD,39.315867,-76.596226,2018-02-16
661135,3573832,2938423,Medium,ED,NARCOTICS INSIDE,P172910031,2500 E MONUMENT ST,39.298843,-76.582305,2017-10-18
222209,1502252,2753010,Medium,SE,NARCOTICS ONVIEW,P172232808,600 N MILTON AV,39.297877,-76.582226,2017-08-11
319025,1735625,3255518,Non-Emergency,SE,FOLLOW UP,P180531479,SOUTHEAST DISTRICT,39.128502000000005,-76.61637900000001,2018-02-22
546797,3094019,3065561,Medium,NE,DISORDERLY,P173402200,4900 CRENSHAW AV,39.32812,-76.546543,2017-12-06
679214,3657204,2841157,Low,ND,INVESTIGATE,P172552756,1500 CLIPPER RD,39.326918,-76.63600100000001,2017-09-12
295845,1679771,3216197,Low,NW,UNKNOWN TROUBLE,P180371186,3300 W COLD SPRING LN,39.336372999999995,-76.674458,2018-02-06
438110,2043576,3404938,Medium,WD,COMMON ASSAULT,P181121895,2400 WINCHESTER ST,39.301589,-76.656323,2018-04-22
70339,357658,2701110,Medium,ED,DISORDERLY,P172052111,2300 E MONUMENT ST,39.298751,-76.58486500000001,2017-07-24
16860,60536,3080749,Medium,NW,DISORDERLY,P173470534,6100 REISTERSTOWN RD,39.352931,-76.697772,2017-12-13
605870,3376766,2666996,Medium,CD,BEHAVIORL CRISIS,P171932784,500 BLOOM ST,39.308259,-76.636342,2017-07-12
718634,3806315,3031150,Medium,NW,DISORDERLY,P173261510,5700 REISTERSTOWN RD,39.349632,-76.693056,2017-11-22
467098,2796359,2545390,Medium,SD,BEHAVIORL CRISIS,P171530662,400 CAMBRIA ST,39.236607,-76.605338,2017-06-02
372119,1866977,3317263,Non-Emergency,SE,FOLLOW UP,P180780789,SOUTHEAST DISTRICT,39.128502000000005,-76.61637900000001,2018-03-19
483996,2813481,3188924,Medium,WD,DISORDERLY,P180262207,1600 BOOKER CT,39.304424,-76.64325600000001,2018-01-26
112392,591832,2583940,Medium,ED,COMMON ASSAULT,P171653305,2900 E MADISON ST,39.300143,-76.57639,2017-06-14
326825,1769267,3271159,Medium,SW,NARCOTICSOutside,P180592125,3700 EDMONDSON AV,39.293957,-76.678525,2018-02-28
229050,1511223,2814558,High,SD,Field Interview,P172452332,200 E MONTGOMERY ST,39.280045,-76.611215,2017-09-02
534841,3082001,2664485,Medium,NE,COMMON ASSAULT,P171923374,4400 BELAIR RD,39.328939,-76.564397,2017-07-11
162818,799424,2868507,Non-Emergency,CD,Repo,P172652627,400 ROBERT ST,39.307551000000004,-76.63323299999999,2017-09-22
631261,3472352,2655255,Medium,SE,JUV DISTURBANCE,P171892119,300 COLVIN ST,39.294194,-76.60488000000001,2017-07-08
429594,2018129,3393551,Medium,CD,AUTO ACCIDENT,P181081589,1500 PENNSYLVANIA AV,39.301922,-76.632707,2018-04-18
551696,3169334,2473200,Medium,NW,DISORDERLY,P171282421,5500 PARK HEIGHTS AV,39.351915999999996,-76.683649,2017-05-08
188848,1458216,2470546,Non-Emergency,WD,Foot  Patrol,P171272147,1600 BLK W LAFAYETTE AV,39.298868,-76.64347,2017-05-07
720640,3823451,2524816,Medium,WD,DISORDERLY,P171460738,900 BENNETT PL,39.295017,-76.632322,2017-05-26
420614,1992466,3378044,High,ND,Traffic Stop,P181022635,3500 GREENMOUNT AV,39.330939,-76.609442,2018-04-12
140290,708901,2846567,Medium,ND,DISORDERLY,P172572840,2200 N HOWARD ST,39.314225,-76.61949399999999,2017-09-14
575696,3270022,2515349,Medium,SE,DISORDERLY,P171430366,1200 E BALTIMORE ST,39.291196,-76.600433,2017-05-23
505743,2904675,3182885,Medium,SE,911/NO  VOICE,P180241834,1600 EASTERN AV,39.285517,-76.595067,2018-01-24
237705,1522386,2894972,Medium,SE,BURGLARY,P172750949,SOUTHEAST DISTRICT,39.128502000000005,-76.61637900000001,2017-10-02
155403,751081,3199195,Medium,WD,911/NO  VOICE,P180301944,2000 WINCHESTER ST,39.301862,-76.651493,2018-01-30
324645,1766130,3261715,Low,SD,UNKNOWN TROUBLE,P180560034,1100 CARROLL ST,39.281841,-76.631687,2018-02-25
88485,471697,2509852,Non-Emergency,CD,LOUD MUSIC,P171410471,2400 CALLOW AV,39.314549,-76.631381,2017-05-21
75406,364823,2863960,Medium,ED,BY THREAT,P172640629,2000 GREENMOUNT AV,39.312853999999994,-76.609487,2017-09-21
315436,1724997,3241620,Medium,SD,COMMON ASSAULT,P180473026,2400 DORTON CT,39.262409999999996,-76.640292,2018-02-16
695319,3735493,2675232,Medium,NE,FAMILY DISTURB,P171961862,5800 CEDONIA AV,39.342141,-76.53214799999999,2017-07-15
686041,3664122,3128888,High,SD,NONBREATHING / A,P180030680,200 BLK S CAREY ST,39.285359,-76.63795400000001,2018-01-03
603551,3374440,2613131,Medium,NE,DISORDERLY,P171751779,1500 STONEWOOD RD,39.349340999999995,-76.59062,2017-06-24
621544,3392506,3117260,Medium,NW,BEHAVIOR CRISIS,P173622556,6300 WINNER AV,39.363174,-76.690962,2017-12-28
641656,3482773,3023082,Medium,SE,911/NO  VOICE,P173230584,3400 EASTERN AV,39.286521,-76.56888000000001,2017-11-19
326749,1769171,3263091,Low,ED,LARCENY,P180561539,1600 N MILTON AV,39.30912,-76.58290500000001,2018-02-25
22926,132035,2588312,Medium,SE,SICK CASE,P171671109,3800 EASTERN AV,39.28666,-76.56519399999999,2017-06-16
582058,3276404,2704230,Low,SD,DESTRUCT PROP,P172062500,200 S CALHOUN ST,39.285376,-76.639363,2017-07-25
94521,479753,2721027,Medium,NE,SEE TEXT,P172121831,4300 LASALLE AV,39.337582,-76.549199,2017-07-31
248370,1536363,2984453,High,NW,Traffic Stop,P173073215,5000 PARK HEIGHTS AV,39.347744,-76.673797,2017-11-03
9893,51309,2851284,Medium,NE,CHECK WELL BEING,P172591679,4600 WHITE AV,39.341895,-76.537221,2017-09-16
122330,604581,2953348,Medium,WD,COMMON ASSAULT,P172962033,600 N MOUNT ST,39.295256,-76.64414000000001,2017-10-23
411640,1968202,2875407,Medium,SW,UNFOUNDED,P172680936,1900 HOLLINS ST,39.287093,-76.647305,2017-09-25
